,id,date,city,pop,shop,brand,container,capacity,price,quantity,Comp
1295,1295,31/03/13,Nagaland,166301,Dealer_6,Mango,plastic,250ml,15,51491,0.37
1296,1296,31/03/13,Nagaland,166301,Dealer_6,Lemon,plastic,600ml,20,26711,0.97
1298,1298,31/03/13,Nagaland,166301,Dealer_6,Lemon,plastic,250ml,10,30683,0.57
1299,1299,31/03/13,Manipur,347001,Dealer_4,Apple,plastic,600ml,35,19207,1.11
1300,1300,31/03/13,Manipur,347001,Dealer_4,Zeera cola,plastic,200ml,12,17107,1.64
1301,1301,31/03/13,Manipur,347001,Dealer_4,Mango,Tetra pak,200ml,10,28184,1.11
1302,1302,31/03/13,Manipur,347001,Dealer_4,Club soda,plastic,600ml,20,27447,2.09
1304,1304,31/03/13,Manipur,347001,Dealer_4,Litchi,plastic,250ml,15,34166,0.94
1305,1305,31/03/13,Manipur,347001,Dealer_4,Apple,plastic,250ml,20,29437,1.43
1306,1306,31/03/13,Manipur,347001,Dealer_4,Litchi,can,200ml,10,40670,0.48
1307,1307,31/03/13,Manipur,347001,Dealer_4,Mango,plastic,600ml,35,64389,0.52
1308,1308,31/03/13,Manipur,347001,Dealer_4,Mango,plastic,1.2lt,65,52415,0.56
1309,1309,31/03/13,Manipur,347001,Dealer_4,Mango,plastic,250ml,15,62186,0.29
1310,1310,31/03/13,Manipur,347001,Dealer_4,Lemon,plastic,600ml,20,34537,0.76
1312,1312,31/03/13,Manipur,347001,Dealer_4,Lemon,plastic,250ml,10,19930,0.59
1313,1313,31/03/13,Assam,671022,Dealer_3,Apple,plastic,600ml,35,11556,1.16
1314,1314,31/03/13,Assam,671022,Dealer_3,Zeera cola,plastic,200ml,12,9351,2.15
1315,1315,31/03/13,Assam,671022,Dealer_3,Zeera cola,can,300ml,20,11052,0.78
1316,1316,31/03/13,Assam,671022,Dealer_3,Mango,Tetra pak,200ml,10,15318,1.12
1317,1317,31/03/13,Assam,671022,Dealer_3,Club soda,plastic,600ml,20,8058,3.11
1318,1318,31/03/13,Assam,671022,Dealer_3,Litchi,plastic,250ml,15,25507,0.76
1319,1319,31/03/13,Assam,671022,Dealer_3,Litchi,can,200ml,10,28627,0.41
1320,1320,31/03/13,Assam,671022,Dealer_3,Mango,plastic,600ml,35,24833,0.65
1321,1321,31/03/13,Assam,671022,Dealer_3,Mango,plastic,1.2lt,65,20611,1.02
1322,1322,31/03/13,Assam,671022,Dealer_3,Mango,plastic,250ml,15,42378,0.28
1323,1323,31/03/13,Assam,671022,Dealer_3,Lemon,plastic,600ml,20,10892,1.1
1324,1324,31/03/13,Assam,671022,Dealer_3,Lemon,plastic,250ml,10,18836,0.5
1325,1325,31/03/13,Meghalaya,139242,Dealer_5,Apple,plastic,600ml,35,13687,1.01
1326,1326,31/03/13,Meghalaya,139242,Dealer_5,Zeera cola,plastic,200ml,12,9335,2.89
1327,1327,31/03/13,Meghalaya,139242,Dealer_5,Zeera cola,can,300ml,20,16125,0.74
1328,1328,31/03/13,Meghalaya,139242,Dealer_5,Mango,Tetra pak,200ml,10,15934,1.15
1329,1329,31/03/13,Meghalaya,139242,Dealer_5,Club soda,plastic,600ml,20,10445,2.92
1330,1330,31/03/13,Meghalaya,139242,Dealer_5,Mango,plastic,600ml,35,25882,0.68
1331,1331,31/03/13,Meghalaya,139242,Dealer_5,Mango,plastic,250ml,15,58831,0.2
1332,1332,31/03/13,Meghalaya,139242,Dealer_5,Lemon,plastic,600ml,20,18334,0.73
1334,1334,31/03/13,Meghalaya,139242,Dealer_5,Mango,plastic,1.2lt,65,33339,0.61
1335,1335,31/03/13,Arunanchal,135432,Dealer_2,Apple,plastic,250ml,20,23586,1.77
1336,1336,31/03/13,Nagaland,166301,Dealer_6,Mango,plastic,1.2lt,65,54119,0.68
1337,1337,31/03/13,Meghalaya,139242,Dealer_5,Litchi,plastic,250ml,15,19515,0.99
1338,1338,31/03/13,Meghalaya,139242,Dealer_5,Litchi,can,200ml,10,36006,0.4
1339,1339,31/03/13,Assam,671022,Dealer_1,Litchi,can,200ml,10,32519,0.51
1340,1340,31/03/13,Assam,671022,Dealer_1,Zeera cola,can,300ml,20,12597,0.78
1341,1341,31/03/13,Assam,671022,Dealer_3,Apple,plastic,250ml,20,27022,0.88
1342,1342,31/03/13,Manipur,347001,Dealer_4,Zeera cola,can,300ml,20,20013,0.68
1345,1345,31/03/13,Arunanchal,135432,Dealer_2,Mango,plastic,600ml,35,42115,0.63
1346,1346,31/03/13,Meghalaya,139242,Dealer_5,Apple,plastic,250ml,20,10434,2.17
1348,1348,31/03/13,Meghalaya,139242,Dealer_5,Lemon,plastic,250ml,10,40712,0.21
1350,1350,30/04/13,Assam,671022,Dealer_1,Zeera cola,plastic,200ml,12,11883,2.97
1351,1351,30/04/13,Assam,671022,Dealer_1,Zeera cola,can,300ml,20,9795,0.98
1352,1352,30/04/13,Assam,671022,Dealer_1,Mango,Tetra pak,200ml,10,19544,1.23
1353,1353,30/04/13,Assam,671022,Dealer_1,Club soda,plastic,600ml,20,13601,2.94
1355,1355,30/04/13,Assam,671022,Dealer_1,Litchi,plastic,250ml,15,18948,1.07
1356,1356,30/04/13,Assam,671022,Dealer_1,Apple,plastic,250ml,20,22600,1.72
1357,1357,30/04/13,Assam,671022,Dealer_1,Litchi,can,200ml,10,75393,0.22
1358,1358,30/04/13,Assam,671022,Dealer_1,Mango,plastic,600ml,35,49301,0.54
1359,1359,30/04/13,Assam,671022,Dealer_1,Mango,plastic,1.2lt,65,34049,0.96
1360,1360,30/04/13,Assam,671022,Dealer_1,Mango,plastic,250ml,15,51748,0.29
1363,1363,30/04/13,Arunanchal,135432,Dealer_2,Apple,plastic,600ml,35,18847,1.16
1364,1364,30/04/13,Arunanchal,135432,Dealer_2,Zeera cola,plastic,200ml,12,9783,3.76
1365,1365,30/04/13,Arunanchal,135432,Dealer_2,Zeera cola,can,300ml,20,20747,0.73
1366,1366,30/04/13,Arunanchal,135432,Dealer_2,Club soda,plastic,600ml,20,27133.7,1.8
1368,1368,30/04/13,Arunanchal,135432,Dealer_2,Apple,plastic,250ml,20,33860,1.22
1369,1369,30/04/13,Arunanchal,135432,Dealer_2,Litchi,can,200ml,10,72766,0.31
1370,1370,30/04/13,Arunanchal,135432,Dealer_2,Mango,plastic,600ml,35,41765,0.62
1371,1371,30/04/13,Arunanchal,135432,Dealer_2,Mango,plastic,1.2lt,65,32795,1.08
1372,1372,30/04/13,Arunanchal,135432,Dealer_2,Mango,plastic,250ml,15,55462,0.34
1373,1373,30/04/13,Arunanchal,135432,Dealer_2,Lemon,plastic,600ml,20,18196,1.14
1375,1375,30/04/13,Arunanchal,135432,Dealer_2,Lemon,plastic,250ml,10,26101,0.53
1376,1376,30/04/13,Nagaland,166301,Dealer_6,Apple,plastic,600ml,35,25977,1.18
1377,1377,30/04/13,Nagaland,166301,Dealer_6,Mango,Tetra pak,200ml,10,34113,1.15
1378,1378,30/04/13,Nagaland,166301,Dealer_6,Club soda,plastic,600ml,20,20573,3.13
1380,1380,30/04/13,Nagaland,166301,Dealer_6,Litchi,plastic,250ml,15,40949,0.93
1381,1381,30/04/13,Nagaland,166301,Dealer_6,Apple,plastic,250ml,20,43043,1.59
1382,1382,30/04/13,Nagaland,166301,Dealer_6,Mango,plastic,1.2lt,65,60368,0.86
1383,1383,30/04/13,Nagaland,166301,Dealer_6,Mango,plastic,250ml,15,71978,0.32
1384,1384,30/04/13,Nagaland,166301,Dealer_6,Lemon,plastic,600ml,20,28517,1.02
1386,1386,30/04/13,Nagaland,166301,Dealer_6,Lemon,plastic,250ml,10,25809,0.67
1387,1387,30/04/13,Manipur,347001,Dealer_4,Apple,plastic,600ml,35,21247,0.99
1388,1388,30/04/13,Manipur,347001,Dealer_4,Zeera cola,plastic,200ml,12,19142,2.31
1389,1389,30/04/13,Manipur,347001,Dealer_4,Zeera cola,can,300ml,20,22737,0.71
1390,1390,30/04/13,Manipur,347001,Dealer_4,Mango,Tetra pak,200ml,10,37235,1.08
1392,1392,30/04/13,Manipur,347001,Dealer_4,Litchi,plastic,250ml,15,34116,0.94
1393,1393,30/04/13,Manipur,347001,Dealer_4,Apple,plastic,250ml,20,31381,1.63
1394,1394,30/04/13,Manipur,347001,Dealer_4,Litchi,can,200ml,10,32073,0.58
1395,1395,30/04/13,Manipur,347001,Dealer_4,Mango,plastic,600ml,35,63662,0.59
1396,1396,30/04/13,Manipur,347001,Dealer_4,Mango,plastic,1.2lt,65,47861,0.64
1397,1397,30/04/13,Manipur,347001,Dealer_4,Mango,plastic,250ml,15,51807,0.35
1398,1398,30/04/13,Manipur,347001,Dealer_4,Lemon,plastic,600ml,20,24371,0.96
1400,1400,30/04/13,Manipur,347001,Dealer_4,Lemon,plastic,250ml,10,34558,0.57
1401,1401,30/04/13,Assam,671022,Dealer_3,Apple,plastic,600ml,35,12026,1.19
1402,1402,30/04/13,Assam,671022,Dealer_3,Zeera cola,plastic,200ml,12,6330,3.74
1403,1403,30/04/13,Assam,671022,Dealer_3,Club soda,plastic,600ml,20,23479,0.86
1405,1405,30/04/13,Assam,671022,Dealer_3,Litchi,plastic,250ml,15,16090,1.02
1406,1406,30/04/13,Assam,671022,Dealer_3,Apple,plastic,250ml,20,23220,1.43
1407,1407,30/04/13,Assam,671022,Dealer_3,Litchi,can,200ml,10,26583,0.51
1408,1408,30/04/13,Assam,671022,Dealer_3,Mango,plastic,600ml,35,40653,0.52
1409,1409,30/04/13,Assam,671022,Dealer_3,Mango,plastic,1.2lt,65,18693,1.2
1410,1410,30/04/13,Assam,671022,Dealer_3,Mango,plastic,250ml,15,42356,0.3
1413,1413,30/04/13,Meghalaya,139242,Dealer_5,Apple,plastic,600ml,35,13220,1.2
1414,1414,30/04/13,Meghalaya,139242,Dealer_5,Zeera cola,plastic,200ml,12,8097,3.65
1415,1415,30/04/13,Meghalaya,139242,Dealer_5,Zeera cola,can,300ml,20,12866,0.92
1416,1416,30/04/13,Meghalaya,139242,Dealer_5,Mango,Tetra pak,200ml,10,21497,1.1
1417,1417,30/04/13,Meghalaya,139242,Dealer_5,Club soda,plastic,600ml,20,19650,2.13
1418,1418,30/04/13,Meghalaya,139242,Dealer_5,Litchi,plastic,250ml,15,52169,0.44
1419,1419,30/04/13,Meghalaya,139242,Dealer_5,Apple,plastic,250ml,20,15231,2.17
1420,1420,30/04/13,Meghalaya,139242,Dealer_5,Litchi,can,200ml,10,39853,0.42
1421,1421,30/04/13,Meghalaya,139242,Dealer_5,Mango,plastic,1.2lt,65,45953,0.44
1422,1422,30/04/13,Meghalaya,139242,Dealer_5,Lemon,plastic,600ml,20,15859,1.03
1424,1424,30/04/13,Assam,671022,Dealer_1,Apple,plastic,600ml,35,17645,0.99
1425,1425,30/04/13,Nagaland,166301,Dealer_6,Litchi,can,200ml,10,90537,0.32
1426,1426,30/04/13,Meghalaya,139242,Dealer_5,Lemon,plastic,250ml,10,32820,0.38
1428,1428,30/04/13,Assam,671022,Dealer_1,Lemon,plastic,250ml,10,21727,0.63
1429,1429,30/04/13,Assam,671022,Dealer_3,Zeera cola,can,300ml,20,23026,0.62
1430,1430,30/04/13,Meghalaya,139242,Dealer_5,Mango,plastic,600ml,35,31424,0.59
1431,1431,30/04/13,Assam,671022,Dealer_3,Mango,Tetra pak,200ml,10,13352,1.26
1432,1432,30/04/13,Nagaland,166301,Dealer_6,Zeera cola,plastic,200ml,12,15690,3.42
1433,1433,30/04/13,Manipur,347001,Dealer_4,Club soda,plastic,600ml,20,24720,2.42
1434,1434,30/04/13,Arunanchal,135432,Dealer_2,Mango,Tetra pak,200ml,10,32226,1.01
1435,1435,30/04/13,Meghalaya,139242,Dealer_5,Mango,plastic,250ml,15,50780,0.29
1436,1436,30/04/13,Nagaland,166301,Dealer_6,Mango,plastic,600ml,35,63159,0.65
1437,1437,30/04/13,Nagaland,166301,Dealer_6,Zeera cola,can,300ml,20,32017,0.66
1438,1438,30/04/13,Assam,671022,Dealer_3,Lemon,plastic,600ml,20,20071,0.91
1439,1439,30/04/13,Arunanchal,135432,Dealer_2,Litchi,plastic,250ml,15,29466,0.96
1440,1440,31/05/13,Assam,671022,Dealer_1,Apple,plastic,600ml,35,20883,1.03
1441,1441,31/05/13,Assam,671022,Dealer_1,Zeera cola,plastic,200ml,12,13658,2.99
1442,1442,31/05/13,Assam,671022,Dealer_1,Zeera cola,can,300ml,20,24227,0.65
1443,1443,31/05/13,Assam,671022,Dealer_1,Mango,Tetra pak,200ml,10,26651,1.14
1444,1444,31/05/13,Assam,671022,Dealer_1,Club soda,plastic,600ml,20,6814,3.77
1445,1445,31/05/13,Assam,671022,Dealer_1,Litchi,plastic,250ml,15,36662,0.9
1446,1446,31/05/13,Assam,671022,Dealer_1,Apple,plastic,250ml,20,35674,1.16
1447,1447,31/05/13,Assam,671022,Dealer_1,Litchi,can,200ml,10,63705,0.31
1448,1448,31/05/13,Assam,671022,Dealer_1,Mango,plastic,600ml,35,40590,0.64
1449,1449,31/05/13,Assam,671022,Dealer_1,Lemon,plastic,600ml,20,19053,0.94
1451,1451,31/05/13,Assam,671022,Dealer_1,Lemon,plastic,250ml,10,34865,0.53
1452,1452,31/05/13,Arunanchal,135432,Dealer_2,Apple,plastic,600ml,35,24073,1.02
1453,1453,31/05/13,Arunanchal,135432,Dealer_2,Zeera cola,plastic,200ml,12,10871,3.77
1454,1454,31/05/13,Arunanchal,135432,Dealer_2,Zeera cola,can,300ml,20,32104,0.56
1455,1455,31/05/13,Arunanchal,135432,Dealer_2,Mango,Tetra pak,200ml,10,28578,1.11
1456,1456,31/05/13,Arunanchal,135432,Dealer_2,Club soda,plastic,600ml,20,28272.2,2.52
1458,1458,31/05/13,Arunanchal,135432,Dealer_2,Litchi,plastic,250ml,15,49963,0.77
1459,1459,31/05/13,Arunanchal,135432,Dealer_2,Apple,plastic,250ml,20,29286,1.85
1460,1460,31/05/13,Arunanchal,135432,Dealer_2,Litchi,can,200ml,10,53172,0.49
1461,1461,31/05/13,Arunanchal,135432,Dealer_2,Mango,plastic,600ml,35,44599,0.65
1462,1462,31/05/13,Arunanchal,135432,Dealer_2,Mango,plastic,1.2lt,65,42876,1.08
1463,1463,31/05/13,Arunanchal,135432,Dealer_2,Mango,plastic,250ml,15,50325,0.36
1464,1464,31/05/13,Arunanchal,135432,Dealer_2,Lemon,plastic,600ml,20,29259,0.87
1466,1466,31/05/13,Nagaland,166301,Dealer_6,Apple,plastic,600ml,35,34502,1.11
1467,1467,31/05/13,Nagaland,166301,Dealer_6,Zeera cola,plastic,200ml,12,10368,4.32
1468,1468,31/05/13,Nagaland,166301,Dealer_6,Zeera cola,can,300ml,20,36890,0.62
1469,1469,31/05/13,Nagaland,166301,Dealer_6,Mango,Tetra pak,200ml,10,56801,0.88
1470,1470,31/05/13,Nagaland,166301,Dealer_6,Club soda,plastic,600ml,20,26241,2.86
1472,1472,31/05/13,Nagaland,166301,Dealer_6,Litchi,plastic,250ml,15,91468,0.57
1473,1473,31/05/13,Nagaland,166301,Dealer_6,Apple,plastic,250ml,20,30977,2.15
1474,1474,31/05/13,Nagaland,166301,Dealer_6,Litchi,can,200ml,10,132062,0.21
1475,1475,31/05/13,Nagaland,166301,Dealer_6,Mango,plastic,600ml,35,76522,0.58
1476,1476,31/05/13,Nagaland,166301,Dealer_6,Mango,plastic,250ml,15,101017,0.3
1477,1477,31/05/13,Nagaland,166301,Dealer_6,Lemon,plastic,600ml,20,22841,1.17
1479,1479,31/05/13,Nagaland,166301,Dealer_6,Lemon,plastic,250ml,10,64206,0.4
1480,1480,31/05/13,Manipur,347001,Dealer_4,Apple,plastic,600ml,35,31371,1
1481,1481,31/05/13,Manipur,347001,Dealer_4,Zeera cola,can,300ml,20,34987,0.59
1482,1482,31/05/13,Manipur,347001,Dealer_4,Mango,Tetra pak,200ml,10,37585,1.1
1483,1483,31/05/13,Manipur,347001,Dealer_4,Club soda,plastic,600ml,20,20783,3.03
1485,1485,31/05/13,Manipur,347001,Dealer_4,Litchi,plastic,250ml,15,51751,0.77
1486,1486,31/05/13,Manipur,347001,Dealer_4,Apple,plastic,250ml,20,44169,1.54
1487,1487,31/05/13,Manipur,347001,Dealer_4,Litchi,can,200ml,10,48524,0.53
1488,1488,31/05/13,Manipur,347001,Dealer_4,Mango,plastic,600ml,35,45355,0.66
1489,1489,31/05/13,Manipur,347001,Dealer_4,Mango,plastic,1.2lt,65,44668,1.03
1490,1490,31/05/13,Manipur,347001,Dealer_4,Mango,plastic,250ml,15,86229,0.27
1491,1491,31/05/13,Manipur,347001,Dealer_4,Lemon,plastic,600ml,20,32971,0.91
1493,1493,31/05/13,Assam,671022,Dealer_3,Apple,plastic,600ml,35,8271,1.53
1494,1494,31/05/13,Assam,671022,Dealer_3,Zeera cola,plastic,200ml,12,10936,2.98
1495,1495,31/05/13,Assam,671022,Dealer_3,Zeera cola,can,300ml,20,14398,0.76
1496,1496,31/05/13,Assam,671022,Dealer_3,Club soda,plastic,600ml,20,11529,3.14
1498,1498,31/05/13,Assam,671022,Dealer_3,Litchi,plastic,250ml,15,34963,0.72
1499,1499,31/05/13,Assam,671022,Dealer_3,Apple,plastic,250ml,20,12520,2.24
1500,1500,31/05/13,Assam,671022,Dealer_3,Mango,plastic,600ml,35,31627,0.65
1501,1501,31/05/13,Assam,671022,Dealer_3,Mango,plastic,250ml,15,54046,0.27
1502,1502,31/05/13,Assam,671022,Dealer_3,Lemon,plastic,600ml,20,18915,0.88
1504,1504,31/05/13,Assam,671022,Dealer_3,Lemon,plastic,250ml,10,18012,0.56
1505,1505,31/05/13,Meghalaya,139242,Dealer_5,Zeera cola,plastic,200ml,12,9407,3.12
1506,1506,31/05/13,Meghalaya,139242,Dealer_5,Mango,Tetra pak,200ml,10,22950,1.13
1508,1508,31/05/13,Meghalaya,139242,Dealer_5,Litchi,plastic,250ml,15,34520,0.86
1509,1509,31/05/13,Meghalaya,139242,Dealer_5,Apple,plastic,250ml,20,24048,1.88
1510,1510,31/05/13,Meghalaya,139242,Dealer_5,Litchi,can,200ml,10,41536,0.45
1511,1511,31/05/13,Meghalaya,139242,Dealer_5,Mango,plastic,600ml,35,63515,0.47
1512,1512,31/05/13,Meghalaya,139242,Dealer_5,Mango,plastic,1.2lt,65,27078,1.13
1514,1514,31/05/13,Meghalaya,139242,Dealer_5,Lemon,plastic,600ml,20,25665,0.81
1516,1516,31/05/13,Meghalaya,139242,Dealer_5,Lemon,plastic,250ml,10,33465,0.43
1517,1517,31/05/13,Assam,671022,Dealer_3,Litchi,can,200ml,10,20970,0.59
1518,1518,31/05/13,Meghalaya,139242,Dealer_5,Apple,plastic,600ml,35,16506,1.29
1520,1520,31/05/13,Manipur,347001,Dealer_4,Zeera cola,plastic,200ml,12,17442,2.43
1521,1521,31/05/13,Assam,671022,Dealer_1,Mango,plastic,250ml,15,60296,0.3
1522,1522,31/05/13,Meghalaya,139242,Dealer_5,Club soda,plastic,600ml,20,10408,3.33
1523,1523,31/05/13,Assam,671022,Dealer_3,Mango,plastic,1.2lt,65,26166,1.11
1524,1524,31/05/13,Assam,671022,Dealer_3,Mango,Tetra pak,200ml,10,20900,1.14
1525,1525,31/05/13,Arunanchal,135432,Dealer_2,Lemon,plastic,250ml,10,27664,0.61
1526,1526,31/05/13,Manipur,347001,Dealer_4,Lemon,plastic,250ml,10,53401,0.44
1527,1527,31/05/13,Assam,671022,Dealer_1,Mango,plastic,1.2lt,65,29312,1.14
1528,1528,31/05/13,Meghalaya,139242,Dealer_5,Zeera cola,can,300ml,20,23969,0.44
1529,1529,31/05/13,Nagaland,166301,Dealer_6,Mango,plastic,1.2lt,65,52414,1.07
1530,1530,30/06/13,Assam,671022,Dealer_1,Apple,plastic,600ml,35,13828,1.48
1531,1531,30/06/13,Assam,671022,Dealer_1,Zeera cola,can,300ml,20,11863,1
1532,1532,30/06/13,Assam,671022,Dealer_1,Mango,Tetra pak,200ml,10,34937,0.9
1533,1533,30/06/13,Assam,671022,Dealer_1,Club soda,plastic,600ml,20,14733,3.12
1535,1535,30/06/13,Assam,671022,Dealer_1,Litchi,plastic,250ml,15,41294,0.81
1536,1536,30/06/13,Assam,671022,Dealer_1,Apple,plastic,250ml,20,30837,1.54
1537,1537,30/06/13,Assam,671022,Dealer_1,Litchi,can,200ml,10,31515,0.59
1538,1538,30/06/13,Assam,671022,Dealer_1,Mango,plastic,250ml,15,100994,0.2
1540,1540,30/06/13,Assam,671022,Dealer_1,Lemon,plastic,250ml,10,39973,0.41
1541,1541,30/06/13,Arunanchal,135432,Dealer_2,Apple,plastic,600ml,35,20405,1.39
1542,1542,30/06/13,Arunanchal,135432,Dealer_2,Zeera cola,plastic,200ml,12,16680,2.81
1543,1543,30/06/13,Arunanchal,135432,Dealer_2,Zeera cola,can,300ml,20,36243,0.65
1544,1544,30/06/13,Arunanchal,135432,Dealer_2,Mango,Tetra pak,200ml,10,49254,0.9
1545,1545,30/06/13,Arunanchal,135432,Dealer_2,Club soda,plastic,600ml,20,32700.8,2.18
1546,1546,30/06/13,Arunanchal,135432,Dealer_2,Litchi,plastic,250ml,15,40455,0.94
1547,1547,30/06/13,Arunanchal,135432,Dealer_2,Apple,plastic,250ml,20,33266,1.91
1548,1548,30/06/13,Arunanchal,135432,Dealer_2,Litchi,can,200ml,10,41034,0.55
1549,1549,30/06/13,Arunanchal,135432,Dealer_2,Mango,plastic,1.2lt,65,41185,1.04
1550,1550,30/06/13,Arunanchal,135432,Dealer_2,Mango,plastic,250ml,15,53781,0.38
1551,1551,30/06/13,Arunanchal,135432,Dealer_2,Lemon,plastic,600ml,20,26136,1.07
1554,1554,30/06/13,Nagaland,166301,Dealer_6,Zeera cola,plastic,200ml,12,19169,3.29
1555,1555,30/06/13,Nagaland,166301,Dealer_6,Zeera cola,can,300ml,20,38645,0.78
1556,1556,30/06/13,Nagaland,166301,Dealer_6,Mango,Tetra pak,200ml,10,44138,1.03
1557,1557,30/06/13,Nagaland,166301,Dealer_6,Club soda,plastic,600ml,20,31236,2.76
1559,1559,30/06/13,Nagaland,166301,Dealer_6,Litchi,plastic,250ml,15,60987,0.87
1560,1560,30/06/13,Nagaland,166301,Dealer_6,Litchi,can,200ml,10,47992,0.59
1561,1561,30/06/13,Nagaland,166301,Dealer_6,Mango,plastic,600ml,35,108474,0.57
1562,1562,30/06/13,Nagaland,166301,Dealer_6,Mango,plastic,1.2lt,65,83450,0.63
1564,1564,30/06/13,Nagaland,166301,Dealer_6,Lemon,plastic,600ml,20,45188,0.95
1566,1566,30/06/13,Nagaland,166301,Dealer_6,Lemon,plastic,250ml,10,57541,0.5
1567,1567,30/06/13,Manipur,347001,Dealer_4,Apple,plastic,600ml,35,24352,1.23
1568,1568,30/06/13,Manipur,347001,Dealer_4,Zeera cola,plastic,200ml,12,24262,2.27
1569,1569,30/06/13,Manipur,347001,Dealer_4,Mango,Tetra pak,200ml,10,37017,1.1
1570,1570,30/06/13,Manipur,347001,Dealer_4,Club soda,plastic,600ml,20,35920,2.09
1572,1572,30/06/13,Manipur,347001,Dealer_4,Apple,plastic,250ml,20,28114,2.18
1573,1573,30/06/13,Manipur,347001,Dealer_4,Litchi,can,200ml,10,45143,0.56
1574,1574,30/06/13,Manipur,347001,Dealer_4,Mango,plastic,600ml,35,80759,0.52
1575,1575,30/06/13,Manipur,347001,Dealer_4,Mango,plastic,1.2lt,65,58876,0.73
1576,1576,30/06/13,Manipur,347001,Dealer_4,Mango,plastic,250ml,15,112253,0.25
1578,1578,30/06/13,Manipur,347001,Dealer_4,Lemon,plastic,250ml,10,32261,0.61
1579,1579,30/06/13,Assam,671022,Dealer_3,Apple,plastic,600ml,35,18711,1.16
1580,1580,30/06/13,Assam,671022,Dealer_3,Club soda,plastic,600ml,20,21553,2.49
1581,1581,30/06/13,Assam,671022,Dealer_3,Litchi,plastic,250ml,15,52181,0.6
1582,1582,30/06/13,Assam,671022,Dealer_3,Apple,plastic,250ml,20,26774,1.62
1583,1583,30/06/13,Assam,671022,Dealer_3,Litchi,can,200ml,10,20630,0.62
1584,1584,30/06/13,Assam,671022,Dealer_3,Mango,plastic,1.2lt,65,43486,0.62
1585,1585,30/06/13,Assam,671022,Dealer_3,Mango,plastic,250ml,15,74262,0.23
1586,1586,30/06/13,Assam,671022,Dealer_3,Lemon,plastic,250ml,10,25956,0.59
1587,1587,30/06/13,Meghalaya,139242,Dealer_5,Apple,plastic,600ml,35,12939,1.37
1588,1588,30/06/13,Meghalaya,139242,Dealer_5,Zeera cola,plastic,200ml,12,11639,3.04
1589,1589,30/06/13,Meghalaya,139242,Dealer_5,Mango,Tetra pak,200ml,10,23205,1.19
1590,1590,30/06/13,Meghalaya,139242,Dealer_5,Club soda,plastic,600ml,20,14544,3.1
1592,1592,30/06/13,Meghalaya,139242,Dealer_5,Litchi,plastic,250ml,15,35023,0.87
1593,1593,30/06/13,Meghalaya,139242,Dealer_5,Apple,plastic,250ml,20,41540,1.44
1594,1594,30/06/13,Meghalaya,139242,Dealer_5,Litchi,can,200ml,10,9193,0.71
1595,1595,30/06/13,Meghalaya,139242,Dealer_5,Mango,plastic,600ml,35,68414,0.44
1596,1596,30/06/13,Meghalaya,139242,Dealer_5,Lemon,plastic,600ml,20,18033,1.12
1598,1598,30/06/13,Meghalaya,139242,Dealer_5,Lemon,plastic,250ml,10,34668,0.46
1599,1599,30/06/13,Assam,671022,Dealer_3,Zeera cola,can,300ml,20,18151,0.82
1601,1601,30/06/13,Assam,671022,Dealer_1,Mango,plastic,600ml,35,45837,0.64
1602,1602,30/06/13,Assam,671022,Dealer_3,Mango,Tetra pak,200ml,10,21554,1.09
1603,1603,30/06/13,Meghalaya,139242,Dealer_5,Zeera cola,can,300ml,20,16589,0.82
1604,1604,30/06/13,Manipur,347001,Dealer_4,Lemon,plastic,600ml,20,27915,1.02
1605,1605,30/06/13,Assam,671022,Dealer_1,Lemon,plastic,600ml,20,28908,0.85
1606,1606,30/06/13,Nagaland,166301,Dealer_6,Apple,plastic,250ml,20,56323,1.43
1607,1607,30/06/13,Manipur,347001,Dealer_4,Zeera cola,can,300ml,20,25402,0.8
1608,1608,30/06/13,Assam,671022,Dealer_1,Zeera cola,plastic,200ml,12,17075,2.33
1609,1609,30/06/13,Meghalaya,139242,Dealer_5,Mango,plastic,250ml,15,48469,0.35
1610,1610,30/06/13,Manipur,347001,Dealer_4,Litchi,plastic,250ml,15,41066,0.92
1611,1611,30/06/13,Assam,671022,Dealer_3,Lemon,plastic,600ml,20,16345,1.08
1612,1612,30/06/13,Assam,671022,Dealer_1,Mango,plastic,1.2lt,65,49085,0.84
1614,1614,30/06/13,Assam,671022,Dealer_3,Mango,plastic,600ml,35,51612,0.55
1615,1615,30/06/13,Arunanchal,135432,Dealer_2,Mango,plastic,600ml,35,70568,0.57
1616,1616,30/06/13,Arunanchal,135432,Dealer_2,Lemon,plastic,250ml,10,34342,0.59
1618,1618,30/06/13,Meghalaya,139242,Dealer_5,Mango,plastic,1.2lt,65,51129,0.46
1619,1619,30/06/13,Assam,671022,Dealer_3,Zeera cola,plastic,200ml,12,9808,3.1
1620,1620,31/07/13,Assam,671022,Dealer_1,Zeera cola,can,300ml,20,18829,0.93
1621,1621,31/07/13,Assam,671022,Dealer_1,Mango,Tetra pak,200ml,10,26031,1.12
1622,1622,31/07/13,Assam,671022,Dealer_1,Club soda,plastic,600ml,20,21291,2.65
1624,1624,31/07/13,Assam,671022,Dealer_1,Litchi,plastic,250ml,15,68284,0.55
1625,1625,31/07/13,Assam,671022,Dealer_1,Litchi,can,200ml,10,81123,0.34
1626,1626,31/07/13,Assam,671022,Dealer_1,Mango,plastic,600ml,35,48089,0.67
